ID,Males,Females,Gender,Age,Q1,Q3a,Q3b,Q3c,Q3d,Q3e,Q5,Q6,Q7,Q8,Q9,Q11,Q13,Q15,Q17,Q20,Q21,Q22,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q33,Q34,Q36,Q40,Q41,Q43,Q45,Q47a,Q47b,Q47c,Q47d,Q48,Q49,Q50,Q51,Q54,Q55,Q58,Q60,Q61a,Q61b,Q61c,Q62,Q63a,Q63b,Q63c,Q64a,Q64b,Q64c,Q64d,Q64e,Q65,Q66a,Q66b,Q66c,Q66d,Q66e,Q66f,Q66g,Q67a,Q67b,Q67c,Q67d,Q68,Q70,Q75,Q76a,Q76b,Q76c,Q76d,Q76e,Q76f,Q81,Q83,Q84,Q86,Q88,Q90,Q92,Q93,Q95,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q121,Q122,Q123,Q124,Q125,Q126,Q128,Q129,Q130,Q131,Q134,Q135,Q136,Q137a,Q137b,Q137c,Q138a,Q138b,Q138c,Q138d,Q139a,Q139b,Q139c,Q139d,Q140,Q141,Q142,Q143,Q144,Q145a,Q145b,Q145c,Q146d,Q146a,Q146b,Q146c,Q148,Q149,Q152a1,Q152a2,Q152b1,Q152b2,Q152c1,Q152c2,Q152d1,Q152d2,Q152e1,Q152e2,Q152f1,Q152f2,Q152g1,Q152g2,Q152h1,Q152h2,Q152i1,Q152i2,Q152j1,Q152j2,Q152k1,Q152k2,Q152l1,Q152l2,Q152m1,Q152m2,Q152n1,Q152n2,Q152o1,Q152o2,Q152q1,Q152q2,Q152r1,Q152r2,Q152s1,Q152s2,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171a1,Q171a2,Q171a3,Q171b1,Q171b2,Q171b3,Q171c1,Q171c2,Q171c3,Q171d1,Q171d2,Q171d3,Q171e1,Q171e2,Q171e3,Q171f1,Q171f2,Q171f3,Q171g1,Q171g2,Q171g3,Q171h1,Q171h2,Q171h3,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q189,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,RA,TopCharacteristic
429,0.894070893,0.466461814,0,16.94070893,0,2,2,1,2,2,0,,0,1,1,1,0,,1,0,,1,0,,1,1,0,,1,0,,1,0,0,1,1,1,2,2,2,0,,,1,0,1,1,2,0,2,1,0,,,,0,0,1,2,2,0,,,,,,,,0,0,1,0,0,,,,,,,,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,,0,0,1,2,1,0,1,0,0,0,1,0,0,0,,1,2,2,1,1,2,1,1,1,2,2,0,1,1,2,2,2,1,2,2,0,1,0,0,0,1,2,0,0,,0,,0,,0,,1,0,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,0,,0,,0,0,0,1,0,2,0,0,0,,,,,,0,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,1,2,2,2,1,2,1,1,2,1,1,0,1,2,2,1,2,0,1,2,2,0,2,1,2,0,PSS
430,0.506058123,0.64448294,0,13.06058123,2,1,2,1,1,1,0,,0,1,0,,0,,0,0,,0,0,,1,1,1,0,1,1,2,1,1,0,0,0,2,1,2,2,0,,,1,2,1,1,2,2,1,0,1,1,2,2,1,0,2,1,0,0,,,,,,,,0,0,0,1,0,,,,,,,,,0,,,,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,,0,0,,0,2,1,1,0,0,0,0,0,1,1,1,1,1,0,2,2,2,2,0,2,1,1,0,0,2,2,1,0,0,1,2,2,0,2,2,2,2,0,0,2,1,0,0,,0,,0,,0,,0,,1,0,1,0,0,,1,0,0,,0,,0,,1,1,0,,0,,1,0,1,1,0,,0,0,1,1,2,2,0,0,1,,,,,,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,0,0,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,0,VBA
431,0.410392173,0.672550186,0,12.10392173,0,1,1,2,1,2,0,,1,0,0,,1,1,0,1,0,0,0,,1,0,1,0,1,1,2,0,1,0,0,1,1,1,2,2,0,,,2,2,1,0,0,2,2,1,1,2,1,1,0,1,1,1,0,0,,,,,,,,0,2,1,1,0,,,,,,,,,1,1,0,0,,,,1,0,0,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,2,2,2,2,1,1,1,0,0,1,1,1,1,1,2,2,1,1,2,2,0,2,1,2,2,1,2,1,2,1,0,2,2,2,0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,,1,1,1,1,0,,0,1,2,2,2,1,1,1,1,,,,,,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2,2,1,1,2,1,1,2,1,2,0,1,1,2,2,0,1,2,1,1,0,2,1,1,2,1,2,2,0,2,0,PSSN
432,0.542827319,0.659067155,0,13.42827319,1,2,2,2,1,0,1,0,0,1,1,1,0,,1,1,0,1,1,1,1,0,0,,1,0,,0,0,0,0,0,2,1,1,2,0,,,1,1,1,1,2,0,1,2,1,2,1,2,0,0,2,2,2,0,,,,,,,,1,0,1,1,0,,,,,,,,,1,0,1,0,,,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,,1,2,2,1,1,0,1,1,0,1,1,1,1,0,,2,2,2,1,2,2,1,2,1,2,1,1,1,0,2,0,0,1,1,1,1,2,2,1,0,0,0,1,0,,0,,0,,0,,1,0,0,,0,,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,1,0,0,1,1,,,,,,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,1,1,1,0,2,1,0,1,1,1,2,1,0,2,2,1,2,2,0,2,1,1,1,2,0,2,2,2,0,2,1,JJH
433,0.360516235,0.536126556,0,11.60516235,2,2,2,2,1,2,1,0,1,0,0,,0,,0,0,,0,0,,1,1,1,0,1,1,2,1,0,0,0,0,1,2,2,1,1,0,0,,0,0,0,1,1,2,1,1,2,2,1,1,1,2,1,2,0,,,,,,,,1,2,0,1,0,,,,,,,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,1,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,,1,2,1,1,2,0,2,2,0,0,0,0,1,0,0,0,2,1,1,2,0,2,1,0,1,2,1,0,1,0,0,,0,,1,1,0,,0,,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,2,1,0,0,1,1,0,1,1,2,1,1,0,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,2,1,0,0,0,1,1,2,1,2,2,2,1,1,2,0,1,0,1,1,1,1,0,1,1,2,2,1,2,1,0,0,EE
434,0.432368907,0.541287613,1,13.41287613,1,2,0,2,0,1,1,0,1,0,0,,0,,0,0,,0,0,,0,0,1,1,0,0,,0,0,0,1,1,2,1,0,2,1,0,1,1,2,1,1,2,2,2,2,0,,,,1,0,1,1,0,1,0,0,0,1,2,1,1,0,0,2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,,0,2,0,2,1,1,2,1,0,1,0,1,2,1,2,0,1,2,1,1,1,1,2,1,0,1,2,1,1,0,1,0,0,,0,,1,0,0,,0,,0,,0,,0,,1,0,0,,0,,0,,1,0,0,,0,,0,,1,0,1,0,2,1,0,0,0,2,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,2,1,2,2,2,1,0,0,0,1,0,0,1,1,1,1,2,0,2,1,1,1,1,2,0,2,0,EE
435,0.922005237,0.655558065,1,14.55558065,2,1,2,2,2,0,1,0,1,0,1,1,1,1,0,0,,0,1,0,1,0,0,,1,1,2,0,1,0,1,1,2,1,2,0,0,,,1,2,1,1,1,1,2,2,1,2,2,0,0,0,2,2,0,0,,,,,,,,0,1,2,1,0,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,2,2,0,0,,0,2,2,1,1,1,0,1,1,1,1,1,1,0,,2,2,2,2,1,1,1,0,1,2,2,2,2,0,2,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,,0,,0,,1,1,1,0,0,,0,,0,,0,,1,0,0,,1,0,0,,1,1,1,1,0,,0,,0,1,2,1,1,2,0,1,0,,,,,,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,2,2,2,1,0,1,2,1,1,1,1,0,2,2,1,0,1,2,2,2,0,1,1,1,1,SAMHP
436,0.951417062,0.436373158,0,17.51417062,0,1,1,2,2,0,1,1,0,1,1,1,0,,1,0,,0,0,,1,1,0,,1,1,2,0,0,1,0,0,1,1,1,2,1,0,1,2,0,0,0,2,1,1,1,0,,,,0,0,1,1,2,1,0,0,0,0,1,2,2,0,0,2,1,1,1,1,1,1,1,1,1,0,0,,,,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,1,0,0,,0,1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,1,2,1,1,1,2,2,1,2,2,2,2,0,2,2,2,1,1,1,2,0,1,1,1,2,2,0,0,,1,0,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,1,0,0,,0,,0,,0,0,1,2,1,1,0,1,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,1,2,0,1,2,2,1,0,0,1,1,2,2,2,1,2,1,1,0,1,2,2,2,1,1,1,1,1,2,2,0,EE
437,0.63635613,0.434675007,0,14.3635613,2,0,2,1,1,2,0,,1,1,0,,1,0,1,0,,0,0,,1,1,1,0,1,0,,0,0,1,0,1,0,1,2,1,0,,,1,0,1,0,0,1,1,2,1,2,1,1,0,0,2,0,1,0,,,,,,,,0,1,0,1,1,1,0,0,1,0,1,0,1,0,,,,1,0,1,0,0,0,1,1,1,0,1,0,1,0,2,1,1,2,2,1,1,1,0,1,1,2,2,0,1,1,1,0,0,1,0,0,,1,0,0,1,0,2,2,0,0,1,1,1,2,0,1,1,1,1,1,2,2,1,1,0,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,,1,0,1,1,0,,1,1,1,1,1,1,0,0,2,0,2,1,0,0,0,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,1,2,2,2,1,2,2,0,1,2,0,1,0,0,2,1,1,2,2,2,1,1,1,1,2,1,1,0,PSSN
438,0.501215666,0.515494386,1,13.15494386,1,0,1,2,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,,0,1,0,1,1,0,0,0,1,2,1,2,1,1,0,,2,1,1,2,1,2,0,0,,,,0,1,1,2,1,0,,,,,,,,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0,,,,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,2,0,2,2,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2,1,2,0,0,1,1,0,0,1,0,1,1,1,2,2,0,2,0,0,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,0,,0,,1,0,0,,0,,0,1,2,2,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,1,2,0,1,1,0,1,1,0,2,1,1,2,0,0,0,0,0,2,1,1,1,0,0,0,2,1,0,1,1,0,JJH
439,0.88329373,0.915458864,1,17.15458864,2,1,2,2,2,0,1,1,1,1,0,,1,0,1,0,,1,0,,1,1,1,0,0,1,2,0,1,0,0,1,0,1,1,2,0,,,2,2,1,1,2,0,0,1,0,,,,1,0,1,0,1,0,,,,,,,,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,0,0,1,1,1,1,1,0,1,1,0,0,2,0,0,0,1,1,0,2,1,1,1,1,0,1,2,2,1,2,2,2,0,1,0,1,2,1,1,0,1,0,0,,0,,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,1,0,0,,1,0,1,0,0,1,0,0,2,1,0,0,0,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,2,1,0,1,1,1,0,1,0,0,1,0,0,2,0,2,2,0,1,1,1,0,2,2,2,1,0,0,1,1,0,SAMHP
440,0.840797123,0.730847471,1,15.30847471,2,2,2,0,2,2,0,,0,1,0,,0,,1,0,,1,0,,1,0,1,0,0,0,,1,0,0,0,0,2,0,0,1,0,,,2,1,1,1,2,2,2,2,0,,,,1,0,2,2,1,1,0,0,0,1,2,1,2,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,1,0,2,1,0,0,,0,1,2,1,2,0,0,0,1,0,0,0,0,0,,0,1,1,2,2,2,1,2,0,1,1,1,0,1,2,2,0,0,1,0,0,1,1,1,0,2,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,1,0,1,1,0,0,1,0,,,,,,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,2,0,1,0,1,2,0,0,2,1,1,0,1,1,1,1,1,0,0,2,1,1,0,1,1,2,0,VBA
441,0.811190122,0.880541717,0,16.11190122,0,2,2,2,0,2,1,0,1,0,1,0,1,1,1,0,,0,0,,0,0,0,,0,1,2,1,1,1,1,1,0,1,1,2,1,1,1,2,2,1,1,2,1,2,2,0,,,,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,1,2,1,1,1,1,1,1,1,1,0,0,,,,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,2,1,1,0,0,0,1,1,1,1,1,0,,2,0,1,1,2,0,2,1,0,1,1,1,2,1,2,2,2,2,0,1,1,2,0,0,0,0,2,0,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,1,1,1,0,0,,0,,1,0,0,,0,0,2,1,1,1,0,1,1,1,2,2,2,2,1,2,2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,0,0,1,2,2,2,1,2,1,1,2,2,0,2,2,0,1,0,1,1,2,2,2,1,1,0,1,1,1,0,FLA
442,0.901131067,0.436887672,0,17.01131067,1,2,2,2,1,1,0,,1,0,0,,0,,1,0,,1,0,,0,0,0,,1,1,2,0,1,1,1,0,2,1,1,1,1,1,1,2,2,1,0,1,2,1,2,0,,,,0,0,2,1,1,1,0,0,0,0,1,1,1,0,1,2,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1,2,1,2,0,1,1,1,0,1,1,1,1,1,1,2,2,2,0,0,1,0,1,1,2,2,0,2,0,1,1,2,0,1,2,1,0,2,0,0,1,2,1,1,0,1,1,1,1,0,,1,1,1,1,0,,1,1,0,,1,1,1,1,1,0,1,0,1,1,0,,1,1,1,1,0,,1,1,2,2,2,2,1,0,0,2,2,2,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,2,2,2,2,1,0,1,0,2,2,1,2,2,1,1,2,0,2,1,1,0,1,1,2,0,1,2,2,1,2,0,0,1,1,SAMHP
443,0.318179599,0.600733154,0,11.18179599,1,2,1,1,2,2,1,0,1,0,0,,0,,1,0,,1,0,,0,1,0,,0,0,,0,0,0,1,1,2,2,2,2,0,,,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,0,,,,,,,,1,2,2,2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,1,0,2,1,1,1,0,1,0,2,1,2,0,1,1,1,1,1,1,1,0,,2,0,1,1,2,1,1,2,0,2,1,1,0,0,1,1,0,1,2,1,1,2,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,,1,1,1,1,1,1,0,,1,1,1,0,1,0,1,1,1,1,1,0,2,2,2,1,0,1,1,,,,,,0,1,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,2,2,1,2,2,2,0,0,0,1,0,0,2,0,0,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,SAMHP
444,0.799434569,0.277532502,1,10.77532502,1,1,2,0,2,2,1,0,1,1,0,,1,1,1,0,,0,1,1,1,0,0,,0,1,2,1,1,1,1,1,0,2,2,2,1,1,0,,1,0,0,2,0,2,2,1,2,2,2,1,1,2,1,2,0,,,,,,,,0,2,2,1,0,,,,,,,,,1,1,0,0,,,,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,,1,2,1,0,0,0,1,0,0,1,0,0,0,0,,1,2,2,0,1,2,1,2,0,2,2,1,0,1,2,0,1,2,1,0,0,2,1,0,0,0,1,1,0,,0,,0,,0,,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,1,1,0,1,1,0,1,0,1,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,JJH
445,0.539933133,0.811760872,0,13.39933133,2,2,2,1,1,2,1,1,1,1,0,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,2,2,1,1,0,,2,1,0,2,0,1,1,1,2,1,2,0,0,1,1,1,0,,,,,,,,1,2,2,1,1,1,0,0,0,0,0,0,0,0,,,,0,1,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,0,1,1,1,1,1,1,2,1,2,1,2,2,2,1,0,2,0,2,2,1,2,0,0,1,2,2,2,2,2,0,1,2,2,1,0,,0,,1,0,1,0,1,1,1,1,0,,1,1,0,,1,1,1,1,1,1,0,,1,0,1,0,1,1,0,,0,,1,0,1,1,0,2,1,0,0,1,0,0,2,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,1,1,0,0,1,1,1,0,0,2,1,1,0,1,2,1,2,0,2,2,2,1,2,2,2,1,2,1,2,1,1,JJH
446,0.358449367,0.458322277,0,11.58449367,2,1,1,1,1,2,0,,1,0,0,,0,,0,0,,1,0,,1,1,1,0,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,,2,1,0,2,1,1,0,1,1,2,2,1,1,2,2,2,1,1,0,0,0,1,1,2,1,1,2,1,0,,,,,,,,,0,,,,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,2,1,1,0,,0,2,2,1,2,1,0,0,0,0,0,1,1,1,0,2,2,2,1,1,2,2,2,0,2,2,1,1,0,1,1,1,0,2,0,2,2,1,1,0,2,2,0,1,0,0,,0,,0,,1,0,1,0,0,,0,,1,1,1,1,0,,1,1,1,0,0,,0,,0,,0,,0,,1,1,0,0,2,2,1,1,1,2,1,1,2,2,0,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,0,1,1,0,0,2,2,0,2,1,1,2,0,1,1,2,0,0,1,2,0,2,2,0,1,0,0,FLA
447,0.753816774,0.728397893,0,15.53816774,1,2,2,2,0,2,1,1,1,1,0,,0,,1,0,,0,1,1,0,0,0,,0,1,2,1,1,0,1,0,0,2,1,2,0,,,0,2,0,0,1,2,2,2,1,1,0,2,0,0,1,1,1,0,,,,,,,,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,0,1,1,1,2,0,0,0,0,0,0,0,0,0,,0,2,0,2,1,2,1,0,1,2,1,1,2,0,2,1,1,1,2,0,2,0,2,1,0,1,1,0,0,,1,0,0,,0,,0,,0,,1,0,0,,0,,0,,1,0,0,,0,,0,,0,,1,0,0,,0,,0,0,1,1,2,1,0,1,0,,,,,,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,1,1,2,2,0,2,0,1,1,1,2,2,2,0,1,1,2,2,1,0,0,0,1,0,0,1,0,0,JJH
448,0.670149388,0.519832164,0,14.70149388,1,2,2,2,2,2,1,0,0,0,1,1,1,0,1,0,,0,1,1,0,1,0,,1,1,2,0,0,1,1,1,2,2,2,1,0,,,0,2,0,0,2,1,2,0,0,,,,1,0,0,1,1,0,,,,,,,,0,1,2,1,1,1,1,1,1,1,1,1,1,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,,0,1,0,0,2,1,0,0,0,1,0,0,0,0,,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,0,0,1,0,1,0,0,1,2,0,0,,0,,1,0,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,0,,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,2,1,1,2,2,2,1,2,1,0,2,2,2,2,1,2,0,2,0,2,0,2,1,0,1,1,0,0,1,1,EE
449,0.764295628,0.800728977,1,16.00728977,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,0,0,,1,0,1,0,1,2,0,2,0,0,,,0,2,1,1,2,2,2,1,0,,,,0,1,2,1,0,0,,,,,,,,0,2,1,1,0,,,,,,,,,1,1,0,0,,,,0,0,0,1,0,1,1,1,0,1,1,1,1,1,2,2,1,0,,1,2,2,2,0,1,1,0,1,1,0,1,0,0,,1,0,2,1,1,1,2,0,1,0,1,1,2,0,1,1,1,2,1,1,1,2,1,0,1,1,2,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,0,,0,,1,0,1,1,0,0,2,2,2,1,1,1,0,,,,,,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,2,0,0,1,0,1,0,0,2,1,1,1,2,1,2,1,1,2,0,2,1,0,2,2,1,2,0,1,1,1,JJH
450,0.372772358,0.631241338,0,11.72772358,1,2,2,2,2,1,0,,0,0,1,1,0,,1,0,,0,0,,0,0,1,1,1,0,,0,1,1,1,1,1,2,1,2,1,0,1,2,2,1,1,1,1,2,0,1,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,1,2,2,2,2,1,0,1,0,1,1,1,1,1,1,2,1,2,1,2,2,0,1,0,2,1,2,2,0,1,2,2,1,1,0,1,2,1,0,1,0,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,,1,0,1,1,1,1,0,,1,1,1,0,1,1,1,0,2,2,1,1,1,0,0,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,2,2,2,2,0,2,1,2,1,0,1,0,1,0,1,1,0,1,1,1,2,0,2,0,1,1,1,SAMHP
451,0.879531753,0.417845639,0,16.79531753,0,1,2,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,,0,0,0,0,1,0,2,1,1,1,0,0,,1,1,1,1,2,2,2,1,2,2,2,1,0,2,1,1,0,,,,,,,,0,2,2,1,0,,,,,,,,,0,,,,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,,1,2,2,2,1,1,2,1,0,2,2,1,1,0,2,1,2,0,1,2,2,2,1,1,1,2,2,1,1,0,1,1,1,1,1,1,0,,0,,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,2,2,2,1,1,0,2,0,1,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,0,0,1,2,2,1,2,0,2,2,0,2,2,1,1,0,0,1,1,1,1,2,1,0,1,0,2,0,1,JJH
452,0.804550997,0.705522545,0,16.04550997,2,0,0,2,1,2,0,,1,1,1,1,0,,0,1,1,0,0,,0,0,0,,0,0,,1,1,0,1,0,1,2,0,2,1,1,1,2,1,1,0,2,1,2,2,1,1,2,2,1,1,0,2,0,0,,,,,,,,0,2,2,0,0,,,,,,,,,0,,,,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0,1,2,1,1,1,0,0,1,1,2,2,0,1,1,1,0,0,1,0,0,,0,1,0,2,1,2,2,1,1,2,2,2,1,1,1,0,2,2,0,0,1,1,1,1,0,2,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,1,1,1,1,0,2,1,0,1,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,2,1,2,0,1,1,2,2,0,1,2,2,2,2,2,1,0,0,1,0,1,0,2,2,1,1,0,2,2,2,2,0,0,PSSN
